Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
2145,Rajesh Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1075.0,7441,3,2,2,80.0
2146,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Carpet Area,1167.0,16966,3,3,3,198.0
2147,Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Built Up Area,1062.0,16195,25,2,2,172.0
2148,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Built Up Area,1690.0,11834,4,3,3,200.0
2149,Unnamed Property,Anand Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,876.0,10844,6,2,2,95.0
2150,Unnamed Property,Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,877.0,8323,5,2,2,73.0
2151,Unnamed Property,1304 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680.0,16911,14,2,2,115.0
2152,Hiranandani Castle Rock ,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1230.0,26422,12,2,2,325.0
2153,Gurukrupa Aramus Complex ,1100 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100.0,6727,11,1,1,74.0
2154,Varsha Balaji Darshan ,300 Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,9203,3,2,2,104.0
2155,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,15200,13,3,3,228.0
2156,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15000,11,3,3,225.0
2157,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9800,22,2,2,98.0
2158,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9900,7,2,2,99.0
2159,Lodha Altia ,Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,1057.0,37617,29,2,2,240.0
2160,Atlantis ,1801 Panch Pakhadi Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,580.0,15517,18,1,2,90.0
2161,SKG Vijayashree ,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1775.0,21126,2,3,3,375.0
2162,Sabari Ashiana ,Sabari Aashiana Chs Ltd Deonar Form Road Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1600.0,26562,4,3,3,425.0
2163,Godrej The Trees ,Off Eastern Express Highway Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1398.0,31473,12,3,2,440.0
2164,Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2500.0,22067,3,3,3,395.0
2165,Sheth Auris Ilaria ,2609 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1006.0,16820,29,2,2,169.0
2166,Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2815.0,24831,20,4,5,699.0
2167,Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2279.0,24129,20,3,3,550.0
2168,Unnamed Property,1111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680.0,13235,11,2,2,88.0
2169,SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,9353,1,1,2,68.8
2170,Strawberry ONYX ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925.0,8918,1,2,2,82.5
2171,Unnamed Property,888 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,13274,8,2,2,90.0
2172,Rajesh Presidency ,Sector 3 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1600.0,8750,5,3,3,140.0
2173,SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,9279,2,2,2,100.0
2174,Hiranandani-Estate Brentford ,302 Ghodbunder Road Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,370.0,22972,3,1,1,85.0
2175,Umiya Oasis ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,715.0,9020,15,1,2,64.5
2176,Sahakar Premier ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,7674,2,2,2,82.5
2177,Unnamed Property,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1085.0,7695,5,2,2,83.5
2178,Janki Legacy ,Ramdev Park Ramdev Park Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,8639,5,1,2,63.5
2179,RNA NG Silver Spring ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1095.0,8218,5,2,2,90.0
2180,Shree Tirupati Riviera ,Siddheshwar Garden Kolshet Road Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1290.0,14494,7,3,2,129.0
2181,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,765.0,17516,6,2,2,134.0
2182,Lodha Amara ,Lodha Amara 2bhk Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,672.0,14583,15,2,2,98.0
2183,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,955.0,16439,23,3,3,157.0
2184,Tulsi Aura ,Sector 8 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,635.0,12598,6,1,2,80.0
2185,Unnamed Property,Thakur Village Mumbai,Thakur Village,1 to 5 Year,Ready To Move,Carpet Area,1047.0,31041,20,3,3,325.0
2186,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1190.0,17931,8,2,2,137.0
2187,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,780.0,17692,10,2,2,138.0
2188,Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,704.0,6676,6,1,2,47.0
2189,Kalpataru Sunrise ,Kalpataru Sunrise Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1089.0,20569,15,3,3,224.0
2190,Lodha Sterling ,Lodha Sterling Kolshet Road Thane W Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,17647,7,2,2,159.0
2191,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1020.0,15476,6,2,2,104.0
2192,Unnamed Property,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1264.0,18196,9,2,2,230.0
2193,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbaik 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1280.0,18750,7,3,2,240.0
2194,Unnamed Property,1002 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,3385.0,20679,10,4,4,700.0
2195,Unnamed Property,1111 Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,900.0,11000,26,2,2,99.0
2196,Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440.0,17361,6,3,2,250.0
2197,Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1840.0,16304,4,3,3,300.0
2198,Sun Sundaram Tower ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1125.0,8711,9,2,2,98.0
2199,One Hiranandani Park ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,1957.0,20950,4,3,3,410.0
2200,Runwal Eirene ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,11818,23,3,3,195.0
2201,Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,620.0,6129,4,1,1,38.0
2202,Unnamed Property,0000 Bhaskar Colony Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,738.0,23712,4,2,2,175.0
2203,Unnamed Property,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7862,9,1,1,57.0
2204,Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1280.0,23437,46,3,3,300.0
2205,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,7000,1,2,2,84.0
2206,Unnamed Property,0000 Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,5 to 10 Year,Ready To Move,Carpet Area,1450.0,22413,10,4,4,325.0
2207,Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,990.0,24747,3,2,2,245.0
2208,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,40897,16,1,2,155.0
2209,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,39577,16,1,2,150.0
2210,L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1060.0,25283,14,2,2,268.0
2211,Delta Avenue ,0000 Uthalsar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,16190,2,2,2,170.0
2212,Tridhaatu The Grand ,1202 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1900.0,22631,12,3,3,430.0
2213,Unnamed Property,Ghantali Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,340.0,16764,3,1,1,57.0
2214,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2377.0,44173,17,4,4,1050.0
2215,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,38461,7,3,3,500.0
2216,Paradise Sai Pearls ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1240.0,8870,8,2,2,110.0
2217,Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,20312,5,3,3,325.0
2218,L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,23370,21,2,2,208.0
2219,Dosti Imperia ,Garden Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1220.0,22207,11,2,2,163.0
2220,Unnamed Property,333 Ghatkopar East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,680.0,37205,3,2,2,253.0
2221,Unnamed Property,302 Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,1300.0,16923,3,3,2,220.0
2222,Dosti Imperia ,Opp  R Mall Manpada Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2200.0,19772,20,4,5,435.0
2223,Unnamed Property,3 Bhk Fully Furnished Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800.0,19444,0,3,3,350.0
2224,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,450.0,16888,1,1,2,76.0
2225,Unnamed Property,Charkop Sector 4 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Plot Area,250.0,34000,3,2,2,85.0
2226,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1760.0,17613,9,3,3,310.0
2227,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,18333,3,2,2,220.0
2228,Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1120.0,17857,10,2,2,200.0
2229,Ashar Sapphire And Galleria ,1111 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,950.0,24736,24,3,3,235.0
2230,Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1439.0,49272,37,2,2,440.0
2231,Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2890.0,53763,55,5,5,1000.0
2232,Unnamed Property,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440.0,23611,8,3,2,340.0
2233,Unnamed Property,Hill Facing Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800.0,15000,12,3,3,270.0
2234,Cosmos Horizon 2 ,Pokhran 2 Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,700.0,19285,12,2,2,135.0
2235,Sadguru Complex ,1301 Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,800.0,33750,13,2,2,270.0
2236,Unnamed Property,Karanjade Navi Mumbai Mumbai,Karanjade Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,600.0,7000,5,1,1,42.0
2237,Hiranandani Rodas Enclave Eva ,Eva Near New Horizon School Rodas Enclave Hiranandani Estate Thane Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,18000,8,3,2,225.0
2238,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,24421,30,3,3,464.0
2239,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,25142,14,2,2,352.0
2240,L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,24642,16,2,2,345.0
2241,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696.0,40948,12,2,2,285.0
2242,Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696.0,42816,5,2,2,298.0
2243,Peninsula Celestia Spaces ,Celestia Spaces Next To Ashok Gardens Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,25789,20,3,3,490.0
2244,Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1110.0,31531,3,3,3,350.0
2245,Swaraj Imperial ,1203 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1225.0,10204,8,2,2,125.0
2246,Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1416.0,19067,13,2,2,270.0
2247,Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1310.0,20305,28,2,2,266.0
2248,Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377.0,22875,2,3,2,315.0
2249,Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,740.0,18243,5,2,2,135.0
2250,Unnamed Property,Pawar Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700.0,13571,3,2,2,95.0
2251,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700.0,21428,16,2,2,150.0
2252,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700.0,22142,15,2,2,155.0
2253,Vaibhavlaxmi Aurigae Residency ,Thakur complex Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,657.0,15220,8,1,2,100.0
2254,Unnamed Property,Ap Shah Collage Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,450.0,12000,3,1,1,54.0
2255,Unnamed Property,At Santacruz Hasnabad Lane Santacruz West Mumbai South West Mumbai,Santacruz Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1650.0,40303,11,3,3,665.0
2256,Hiranandani Athena and Barca ,Athena Opp Poddar School Hiranandani Estate Patlipada thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,15700,7,2,2,157.0
2257,Unnamed Property,Madison Opp Arcadia Shopping Center Hiranandani Estate Patlipada Thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Super Built Up Area,875.0,12342,2,2,2,108.0
2258,Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,386.0,19430,4,1,1,75.0
2259,Silver Oaks Apartment ,Vasant Garden Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Built Up Area,960.0,18750,4,2,2,180.0
2260,Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1050.0,20476,5,3,2,215.0
2261,Kalpataru Siddhachal 8 ,Vasant Vihar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,688.0,22819,5,2,2,157.0
2262,SD Epsilon Tower ,Samta Nagar Kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1585.0,23028,31,3,3,365.0
2263,Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Carpet Area,450.0,23333,6,1,2,105.0
2264,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1581.0,10752,7,3,3,170.0
2265,Devkrupa Dev Arpan ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,400.0,12500,2,1,1,50.0
2266,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1500.0,11333,7,3,3,170.0
2267,Kabra Shubharambh CHS ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Built Up Area,585.0,11965,6,1,1,70.0
2268,Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,670.0,8656,11,1,2,58.0
2269,Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,958.0,12734,24,2,2,122.0
2270,Unnamed Property,Ivy Tower Dindoshi Mumbai,Tower Dindoshi,10+ Year,Ready To Move,Super Built Up Area,1550.0,20000,10,3,4,310.0
2271,Unnamed Property,Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,419.0,22673,3,1,1,95.0
2272,Unnamed Property,Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Built Up Area,1500.0,10333,12,3,3,155.0
2273,Unnamed Property,90 Ft Road Mulund East Mumbai Gavane Pada Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,645.0,24806,9,2,2,160.0
2274,Neelam Sumangal ,Mulund East Mumbai Mulund Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,575.0,17565,2,1,2,101.0
2275,Sainath Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,865.0,19537,7,2,2,169.0
2276,Unnamed Property,Building No 9 Neelam Nagar Phase 2 Mulund East Mumbai Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,510.0,23725,1,1,1,121.0
2277,Unnamed Property,178 Sector 9 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Built Up Area,2200.0,9090,2,3,3,200.0
2278,Unnamed Property,Worli South Mumbai Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1092.0,52564,49,3,3,574.0
2279,Shailesh Riddhi Siddhi Residency ,On Request Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1260.0,8333,10,2,2,105.0
2280,Infinity Avenue ,On Request Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,7300,1,2,2,73.0
2281,Mahaavir Mannat ,801 Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1165.0,8841,8,2,2,103.0
2282,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,510.0,6470,17,1,1,33.0
2283,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734.0,8446,11,2,2,62.0
2284,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,827.0,7980,16,3,2,66.0
2285,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734.0,7493,15,2,2,55.0
2286,Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734.0,7220,6,2,2,53.0
2287,Ravi Gaurav City ,606 Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,590.0,11016,6,2,2,65.0
2288,Star Paradise ,605 Bevarly Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,630.0,13809,6,2,2,87.0
2289,Ravi GAURAV RESIDENCY ,408 4th Floor Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,590.0,9322,4,1,2,55.0
2290,RNA NG Galaxy ,204 Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,590.0,12619,2,1,2,53.0
2291,Unnamed Property,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380.0,45789,11,1,2,174.0
2292,Hiranandani Torino ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1440.0,45138,27,3,3,650.0
2293,Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,695.0,6402,7,1,2,44.5
2294,Hiranandani Atlantis ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,772.0,50518,21,2,2,390.0
2295,DB Ozone ,504 Dahisar East Mumbai,Dahisar Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,910.0,13934,15,2,2,85.0
2296,Dipti Surya CHS ,Jogeshwari East Mumbai,Jogeshwari Mumbai,0 to 1 Year,Ready To Move,Carpet Area,408.0,29901,4,1,1,122.0
