Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Ekta Parksville ," Virar West, Mira Road And Beyond, Mumbai",33.5 Lac,"7,142",Carpet area: 469 (43.57 sq.m.),1.0,2.0,10th  ,1 to 5 Year Old, Ready to move
Mukti Shantinath Tower ," Virar West, Mira Road And Beyond, Mumbai",29.61 Lac,"4,291",Super Built up area 690(64.1 sq.m.)Built Up area: 571 sq.ft. (53.05 sq.m.)Carpet area: 464 sq.ft. (43.11 sq.m.),1.0,2.0,13rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"0000, Hiranandani Estate, Thane, Mumbai",1.45 Crore,"14,795",Super Built up area 980(91.04 sq.m.)Built Up area: 970 sq.ft. (90.12 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Andheri West, Mumbai Andheri-Dahisar, Mumbai",2.8 Crore,"25,454",Super Built up area 1100(102.19 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,8th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Tilak Nagar, Mumbai Harbour, Mumbai",95 Lac,"21,590",Super Built up area 600(55.74 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1.0,1.0,15th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Tilak Nagar, Mumbai Harbour, Mumbai",1 Crore,"22,727",Super Built up area 650(60.39 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1.0,1.0,13rd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Tilak Nagar, Mumbai Harbour, Mumbai",1.8 Crore,"24,000",Super Built up area 1100(102.19 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,15th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Tilak Nagar, Mumbai Harbour, Mumbai",85 Lac,"25,757",Super Built up area 550(51.1 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 330 sq.ft. (30.66 sq.m.),1.0,1.0,7th  ,5 to 10 Year Old, Ready to move Property
Wadhwa Crown Residences ,"1209, Goregaon West, Mumbai Andheri-Dahisar, Mumbai",2.39 Crore,"33,661",Carpet area: 710 (65.96 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
Kalpataru Sunrise ," Balkum, Thane, Mumbai",1.05 Crore,"13,125",Super Built up area 800(74.32 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 535 sq.ft. (49.7 sq.m.),2.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Chembur, Mumbai Harbour, Mumbai",2.65 Crore,"3,67,137",Super Built up area 1100Built Up area: 950 sq.m.Carpet area: 72.18 sq.m.,2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Dhokali, Thane, Mumbai",84 Lac,"11,275",Built Up area: 745 (69.21 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2.0,15th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"10mins Walking Distance From Seawoods Rly Stn, Sector 44A Seawoods, Navi Mumbai, Mumbai",3.25 Crore,"19,578",Built Up area: 1660 (154.22 sq.m.),3.0,3.0,8th  ,5 to 10 Year Old, Ready to move Property
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",2.42 Crore,"14,666",Super Built up area 1650(153.29 sq.m.),3.0,3.0,17th  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",2.75 Crore,"15,193",Super Built up area 1810(168.15 sq.m.),3.0,3.0,37th  ,1 to 5 Year Old, Ready to move
Bhoomi Harmony ," Sector 18 Kamothe, Navi Mumbai, Mumbai",1.1 Crore,"8,396",Built Up area: 1310 (121.7 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"501, Manpada, Thane, Mumbai",65 Lac,"14,772",Carpet area: 440 (40.88 sq.m.),1.0,1.0,5th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"305, Dhokali, Thane, Mumbai",58 Lac,"13,181",Carpet area: 440 (40.88 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move
Acme Ozone ," Manpada, Thane, Mumbai",1.3 Crore,"19,117",Carpet area: 680 (63.17 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Regency Heights ," Thane West, Thane, Mumbai",1.49 Crore,"18,259",Carpet area: 816 (75.81 sq.m.),2.0,2.0,8th  ,5 to 10 Year Old, Ready to move Property
One Hiranandani Park ," Hiranandani Estate, Thane, Mumbai",1.6 Crore,"29,906",Carpet area: 535 (49.7 sq.m.),2.0,2.0,20th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"906, Kolshet Road, Thane, Mumbai",1.3 Crore,"12,974",Built Up area: 1002 (93.09 sq.m.)Carpet area: 735 sq.ft. (68.28 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Runwal Pearl ,"701, Manpada, Thane, Mumbai",69.5 Lac,"17,375",Carpet area: 400 (37.16 sq.m.),1.0,2.0,6th  ,5 to 10 Year Old, Ready to move
Hiranandani The Walk ," Hiranandani Estate, Thane, Mumbai",89 Lac,"21,190",Carpet area: 420 (39.02 sq.m.),1.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"A-110, Kasar vadavali, Thane, Mumbai",55 Lac,"12,222",Carpet area: 450 (41.81 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Hiranandani Estate, Thane, Mumbai",1.2 Crore,"18,181",Carpet area: 660 (61.32 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Hiranandani Estate, Thane, Mumbai",1.25 Crore,"17,241",Carpet area: 725 (67.35 sq.m.),2.0,2.0,6th  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Hiranandani Estate, Thane, Mumbai",2.05 Crore,"20,500",Built Up area: 1000 (92.9 sq.m.)Carpet area: 802 sq.ft. (74.51 sq.m.),3.0,2.0,7th  ,1 to 5 Year Old, Ready to move
DB Ozone ," Dahisar East, Mumbai Andheri-Dahisar, Mumbai",70 Lac,"7,936",Super Built up area 882(81.94 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move
DB Ozone ," Dahisar East, Mumbai Andheri-Dahisar, Mumbai",77 Lac,"8,769",Super Built up area 878(81.57 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),2.0,2.0,14th  ,0 to 1 Year Old, Ready to move
Vaishnavi Heights ," Kalyan West, Mumbai Beyond Thane, Mumbai",47 Lac,"10,195",Carpet area: 461 (42.83 sq.m.),1.0,1.0,10th  ,1 to 5 Year Old, Ready to move Property
Kanakia Paris ," Bandra Kurla Complex, Mumbai South West, Mumbai",3.1 Crore,"36,046",Carpet area: 860 (79.9 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Kanakia Paris ," Bandra Kurla Complex, Mumbai South West, Mumbai",3.5 Crore,"33,849",Carpet area: 1034 (96.06 sq.m.),3.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Hubtown Gardenia ," Chandan Shanti, Mira Road And Beyond, Mumbai",1 Crore,"12,269",Super Built up area 815(75.72 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move
Unique Shanti The Address ," Mira Road, Mira Road And Beyond, Mumbai",75 Lac,"10,000",Super Built up area 750(69.68 sq.m.),1.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Bevarly Park, Mira Road And Beyond, Mumbai",85 Lac,"13,709",Carpet area: 620 (57.6 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Medetiya Nagar, Mira Road And Beyond, Mumbai",78 Lac,"12,000",Built Up area: 650 (60.39 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Primus Residences ,"Near Grand Hyaat, Santacruz East, Mumbai South West, Mumbai",2.35 Crore,"23,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move Property
Platinum Silver Classic ," Roadpali, Navi Mumbai, Mumbai",66 Lac,"6,376",Super Built up area 1035(96.15 sq.m.)Built Up area: 1030 sq.ft. (95.69 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,7th  ,5 to 10 Year Old, Ready to move Property
Reliable Balaji Shrishti ," Kalamboli, Navi Mumbai, Mumbai",52 Lac,"7,536",Super Built up area 690(64.1 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Runwal My City ,"2101, Dombivli East, Mumbai Beyond Thane, Mumbai",35.9 Lac,"8,952",Carpet area: 401 (37.25 sq.m.),1.0,2.0,24th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Dombivli East, Mumbai Beyond Thane, Mumbai",33.25 Lac,"6,650",Carpet area: 500 (46.45 sq.m.),1.0,1.0,16th  ,1 to 5 Year Old, Ready to move
Runwal My City ," Dombivli East, Mumbai Beyond Thane, Mumbai",49 Lac,"8,750",Carpet area: 560 (52.03 sq.m.),2.0,2.0,24th  ,1 to 5 Year Old, Ready to move
Lodha Lakeshore Greens ," Dombivli East, Mumbai Beyond Thane, Mumbai",44.75 Lac,"7,014",Carpet area: 638 (59.27 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Lodha Lakeshore Greens ," Dombivli East, Mumbai Beyond Thane, Mumbai",34.75 Lac,"6,950",Carpet area: 500 (46.45 sq.m.),1.0,1.0,7th  ,1 to 5 Year Old, Ready to move
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",2.96 Crore,"27,382",Carpet area: 1081 (100.43 sq.m.),3.0,2.0,48  ,0 to 1 Year Old, Ready to move
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",2.98 Crore,"38,107",Carpet area: 782 (72.65 sq.m.),3.0,2.0,47  ,0 to 1 Year Old, Ready to move
Hiranandani Castle Rock ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",2.99 Crore,"47,535",Carpet area: 629 (58.44 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.35 Crore,"38,352",Carpet area: 352 (32.7 sq.m.),1.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",63 Lac,"14,651",Carpet area: 430 (39.95 sq.m.),1.0,1.0,11st  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",95 Lac,"10,555",Carpet area: 900 (83.61 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Aramus Complex ," Ulwe, Navi Mumbai, Mumbai",60 Lac,"13,953",Carpet area: 430 (39.95 sq.m.),1.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Lakhanis Oasis ," Sector 9 Ulwe, Navi Mumbai, Mumbai",52 Lac,"11,818",Carpet area: 440 (40.88 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move Property
Satnam Paradise ,"Thane, Lok Upvan, Thane, Mumbai",90 Lac,"9,473",Built Up area: 950 (88.26 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
Platinum Emporius ," Sector 17 Ulwe, Navi Mumbai, Mumbai",1.32 Crore,"15,529",Carpet area: 850 (78.97 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",69 Lac,"17,692",Carpet area: 390 (36.23 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Acme Ozone ," Manpada, Thane, Mumbai",2.25 Crore,"21,286",Carpet area: 1057 (98.2 sq.m.),4.0,4.0,3rd  ,1 to 5 Year Old, Ready to move
Bhakti Aura ,"Ulwe, Ulwe, Navi Mumbai, Mumbai",60 Lac,"8,633",Super Built up area 695(64.57 sq.m.)Built Up area: 690 sq.ft. (64.1 sq.m.)Carpet area: 445 sq.ft. (41.34 sq.m.),1.0,1.0,11st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 16 Ulwe, Navi Mumbai, Mumbai",51 Lac,"7,285",Super Built up area 700(65.03 sq.m.),1.0,1.0,7th  ,0 to 1 Year Old, Ready to move Property
Jewel Ekvira ," Sector 10 Kharghar, Navi Mumbai, Mumbai",1.45 Crore,"9,477",Super Built up area 1530(142.14 sq.m.),3.0,3.0,4th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 10B Ulwe, Navi Mumbai, Mumbai",82 Lac,"14,017",Carpet area: 585 (54.35 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Aatmay Elixir ," Sector 8 Ulwe, Navi Mumbai, Mumbai",76 Lac,"10,133",Carpet area: 750 (69.68 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",45 Lac,"10,344",Carpet area: 435 (40.41 sq.m.),1.0,1.0,4th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Ulwe, Navi Mumbai, Mumbai",80 Lac,"12,307",Carpet area: 650 (60.39 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 15 Ghansoli, Navi Mumbai, Mumbai",1.1 Crore,"10,476",Super Built up area 1050(97.55 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Vihan Sunshine Heights ," Sector 15 Ghansoli, Navi Mumbai, Mumbai",76 Lac,"11,692",Super Built up area 650(60.39 sq.m.)Carpet area: 302 sq.ft. (28.06 sq.m.),1.0,1.0,10th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 15 Ghansoli, Navi Mumbai, Mumbai",68 Lac,"10,461",Super Built up area 650(60.39 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,6th  ,5 to 10 Year Old, Ready to move
Paradise Sai Ganga ,"Ulwe Sector 5, Sector 5 Ulwe, Navi Mumbai, Mumbai",90 Lac,"7,725",Super Built up area 1165(108.23 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Nakshatra Swastik Alps ,"1604, Brahmand, Thane, Mumbai",1.55 Crore,"10,726",Built Up area: 1445 (134.24 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,16th  ,5 to 10 Year Old, Ready to move
Silver Leaf ," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",3.04 Crore,"27,636",Carpet area: 1100 (102.19 sq.m.),3.0,3.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Ashok Nagar Kandivali, Mumbai Andheri-Dahisar, Mumbai",1.78 Crore,"20,941",Built Up area: 850 (78.97 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move
Surya Complex ,"113, Dombivli West, Mumbai Beyond Thane, Mumbai",38 Lac,"7,238",Carpet area: 525 (48.77 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"334, Dombivli West, Mumbai Beyond Thane, Mumbai",35 Lac,"11,111",Carpet area: 315 (29.26 sq.m.),1.0,1.0,1st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"443, Dombivli West, Mumbai Beyond Thane, Mumbai",31 Lac,"6,783",Carpet area: 457 (42.46 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.08 Crore,"26,341",Carpet area: 410 (38.09 sq.m.),1.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",60 Lac,"20,000",Built Up area: 300 (27.87 sq.m.)Carpet area: 240 sq.ft. (22.3 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move
Sanghvi Palash ,"Ashok Nagar, Kandivali East, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.5 Crore,"26,269",Carpet area: 571 (53.05 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Dombivali West, Kumbharkhan Pada, Mumbai Beyond Thane, Mumbai",60 Lac,"6,779",Built Up area: 885 (82.22 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Satyam Harmony ," Koperkhairane, Navi Mumbai, Mumbai",1.85 Crore,"20,555",Built Up area: 1215 (112.88 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2.0,17th  ,0 to 1 Year Old, Ready to move
Satyam Harmony ," Koperkhairane, Navi Mumbai, Mumbai",1.35 Crore,"15,882",Built Up area: 850 (78.97 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move
Kanakia Hollywood ,"Versova , Yari Road, Versova, Mumbai Andheri-Dahisar, Mumbai",3.02 Crore,"24,160",Super Built up area 1250(116.13 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Airoli, Navi Mumbai, Mumbai",1.25 Crore,"18,656",Built Up area: 1070 (99.41 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 8A Airoli, Navi Mumbai, Mumbai",75 Lac,"13,636",Built Up area: 550 (51.1 sq.m.),1.0,1.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Dahisar east, Mira Road And Beyond, Mumbai",55 Lac,"12,222",Carpet area: 450 (41.81 sq.m.),1.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Runwal Eirene ," Balkum, Thane, Mumbai",96 Lac,"18,249",Carpet area: 526.05 (48.87 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"132, Gawand Baug, Thane, Mumbai",80 Lac,"10,652",Super Built up area 751(69.77 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),1.0,1.0,7th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 8 Sanpada, Navi Mumbai, Mumbai",78 Lac,"19,070",Carpet area: 409 (38 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Vasudev Sky High ," Mira Road East, Mira Road And Beyond, Mumbai",66 Lac,"9,565",Super Built up area 690(64.1 sq.m.)Built Up area: 560 sq.ft. (52.03 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,1.0,12nd  ,5 to 10 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",2.75 Crore,"15,193",Super Built up area 1810(168.15 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,37th  ,0 to 1 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",1.75 Crore,"21,847",Carpet area: 801 (74.42 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
SM Heights ," Sector 20 Ulwe, Navi Mumbai, Mumbai",1.1 Crore,"10,000",Built Up area: 1100 (102.19 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
Runwal Dahlia ,"000, Balkum, Thane, Mumbai",2.1 Crore,"17,887",Carpet area: 1174 (109.07 sq.m.),3.0,3.0,24th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Near, Hindu Colony, South Mumbai, Mumbai",7.5 Crore,"37,500",Carpet area: 2000 (185.81 sq.m.),4.0,4.0,9th  ,1 to 5 Year Old, Ready to move
Raj Legacy ,"H Wing Raj Legacy Chs, HMPL Surya Nagar / Vikhroli West, Central Mumbai suburbs, Mumbai",1.6 Crore,"25,437",Super Built up area 1030(95.69 sq.m.)Carpet area: 629 sq.ft. (58.44 sq.m.),2.0,2.0,3rd  ,5 to 10 Year Old, Ready to move Property
Lodha Casa Rio Gold ," Nilje Gaon, Mumbai Beyond Thane, Mumbai",67 Lac,"8,945",Carpet area: 749 (69.58 sq.m.),3.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Suncity Complex ,"Jupiter Chs, Powai, Central Mumbai suburbs, Mumbai",1.8 Crore,"23,076",Super Built up area 1040(96.62 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2.0,2.0,15th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Five Garden, Matunga East, South Mumbai, Mumbai",8.4 Crore,"50,909",Carpet area: 1650 (153.29 sq.m.),3.0,3.0,9th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Near- Khalsa Colg Ground, Matunga, South Mumbai, Mumbai",8.6 Crore,"43,000",Carpet area: 2000 (185.81 sq.m.),4.0,3.0,3rd  ,10+ Year Old, Ready to move
Suncity Complex ,"Jupitar Csh, Powai, Central Mumbai suburbs, Mumbai",1 Crore,"20,000",Super Built up area 590(54.81 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1.0,2.0,7th  ,5 to 10 Year Old, Ready to move Property
Lodha Luxuria ," Majiwada, Thane, Mumbai",2.22 Crore,"20,181",Carpet area: 1100 (102.19 sq.m.),3.0,3.0,24th  ,1 to 5 Year Old, Ready to move
Highland Haven ,"0006, Balkum, Thane, Mumbai",1.46 Crore,"14,600",Carpet area: 1000 (92.9 sq.m.),3.0,3.0,2nd  ,1 to 5 Year Old, Ready to move
Runwal Forests ,"Runwal Forest T8, Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"30,890",Super Built up area 1350(125.42 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 955 sq.ft. (88.72 sq.m.),3.0,2.0,36th  ,0 to 1 Year Old, Ready to move Property
Mayfair Codename Sara Powai ,"Sara, Vikhroli West, Central Mumbai suburbs, Mumbai",1.55 Crore,"24,642",Super Built up area 925(85.94 sq.m.)Carpet area: 629 sq.ft. (58.44 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Near- St Joseph High School And Five Garden, Wadala East, Mumbai Harbour, Mumbai",3.5 Crore,"31,250",Carpet area: 1120 (104.05 sq.m.),3.0,3.0,10th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Near Five Garden, Wadala West, Mumbai Harbour, Mumbai",2.6 Crore,"34,210",Carpet area: 760 (70.61 sq.m.),2.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Shree Shivankar CHS ,"Near Matunga Flower Market, Matunga, South Mumbai, Mumbai",5.25 Crore,"50,000",Carpet area: 1050 (97.55 sq.m.),2.0,2.0,9th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Near St. Joseph's High School, Wadala West, Mumbai Harbour, Mumbai",1.8 Crore,"37,500",Carpet area: 480 (44.59 sq.m.),1.0,2.0,15th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Near Welingkar Institute, Hindu Colony, South Mumbai, Mumbai",6.1 Crore,"45,185",Carpet area: 1350 (125.42 sq.m.),3.0,3.0,17th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Close To Five Garden, Matunga East, South Mumbai, Mumbai",3.8 Crore,"52,413",Carpet area: 725 (67.35 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
Guptari Galaxy City ,"103, Neral, Mumbai Beyond Thane, Mumbai",18.52 Lac,"3,355",Built Up area: 552 (51.28 sq.m.)Carpet area: 385 sq.ft. (35.77 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," JVLR, Mumbai Andheri-Dahisar, Mumbai",1.92 Crore,"18,045",Super Built up area 1064(98.85 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"0000, Balkum, Thane, Mumbai",2.45 Crore,"25,654",Carpet area: 955 (88.72 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move Property
Luxora Crystal Spires ,"0000, Manpada, Thane, Mumbai",6.3 Crore,"2,780",Carpet area: 22658 (2105 sq.m.),4.0,5.0,Ground,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"0000, Balkum, Thane, Mumbai",2.4 Crore,"25,130",Carpet area: 955 (88.72 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"0000, Balkum, Thane, Mumbai",2.35 Crore,"25,268",Carpet area: 930 (86.4 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Luxora Crystal Spires ,"0000, Manpada, Thane, Mumbai",2.7 Crore,"21,951",Carpet area: 1230 (114.27 sq.m.),3.0,3.0,5th  ,0 to 1 Year Old, Ready to move Property
Ashar Edge ,"0000, Pokhran 2, Thane, Mumbai",1.5 Crore,"22,970",Carpet area: 653 (60.67 sq.m.),2.0,2.0,33rd  ,0 to 1 Year Old, Ready to move Property
Royal Oasis ,"Malad West, Jankalyan Nagar, Mumbai Andheri-Dahisar, Mumbai",1.46 Crore,"15,368",Super Built up area 950(88.26 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"0000, Dhokali, Thane, Mumbai",1.08 Crore,"15,000",Carpet area: 720 (66.89 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Lodha Luxuria ,"0000, Majiwada, Thane, Mumbai",1.25 Crore,"16,960",Carpet area: 737 (68.47 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"0000, Kasar vadavali, Thane, Mumbai",85 Lac,"11,333",Carpet area: 750 (69.68 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move Property
Lodha Casa Viva ,"0000, Majiwada, Thane, Mumbai",1.25 Crore,"18,463",Carpet area: 677 (62.9 sq.m.),2.0,2.0,22nd  ,1 to 5 Year Old, Ready to move Property
