Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh
SD Epsilon Tower ,Thakur Village Mumbai,3.22 Crore,344569,Carpet Area,3,3,19,0 to 1 Year,Ready To Move,93.45,Thakur Village,322.0
SD Epsilon Tower ,Thakur Village Mumbai,2.25 Crore,29488,Carpet Area,2,2,37,0 to 1 Year,Ready To Move,763,Thakur Village,225.0
Unnamed Property,C121 Bhiwandi Mumbai Beyond Thane Mumbai,55.2 Lac,7785,Built Up Area,2,2,21,0 to 1 Year,Ready To Move,1080,Mumbai Thane,55.2
SD Alpine ,Kandivali East Mumbai,3.25 Crore,31340,Carpet Area,3,3,44,1 to 5 Year,Ready To Move,1037,Kandivali Mumbai,325.0
Tata Amantra ,G0256 Kalyan West Mumbai Beyond Thane Mumbai,88.34 Lac,5773,Built Up Area,3,3,21,0 to 1 Year,Ready To Move,1530,Mumbai Thane,88.3
Tata Amantra ,F 2156 Kalyan West Mumbai Beyond Thane Mumbai,86.34 Lac,5849,Built Up Area,3,2,22,0 to 1 Year,Ready To Move,1476,Mumbai Thane,86.3
Sahakar Premier ,301 Mira Road East Mira Road And Beyond Mumbai,79.65 Lac,7444,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1070,Mira Road,79.7
Strawberry ONYX ,101 Mira Road East Mira Road And Beyond Mumbai,82.59 Lac,8137,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,1015,Mira Road,82.6
Lodha Casa Ultima ,004 Chirak Nagar Thane Mumbai,87.78 Lac,14112,Super Built Up Area,1,1,20,5 to 10 Year,Ready To Move,622,Nagar Thane,87.8
Puranik City Phase 3 ,000 Kasar vadavali Thane Mumbai,60 Lac,13333,Carpet Area,1,2,8,1 to 5 Year,Ready To Move,450,Vadavali Thane,60.0
Unnamed Property,Balkum Thane Mumbai,1.85 Crore,20464,Carpet Area,2,2,20,0 to 1 Year,Ready To Move,904,Balkum Thane,185.0
Laabh Pehla Ghar Shubh Sanket Complex ,000 Ghodbunder Road Thane Mumbai,43 Lac,10462,Carpet Area,1,1,1,0 to 1 Year,Ready To Move,411,Road Thane,43.0
Unnamed Property,Balkum Thane Mumbai,1.9 Crore,19000,Carpet Area,2,2,16,0 to 1 Year,Ready To Move,1000,Balkum Thane,190.0
Rutu Enclave ,000 Anand Nagar Thane Mumbai,46 Lac,11192,Carpet Area,1,1,3,5 to 10 Year,Ready To Move,411,Nagar Thane,46.0
Cosmos Jewels ,000 Anand Nagar Thane Mumbai,92 Lac,13142,Carpet Area,2,2,8,1 to 5 Year,Ready To Move,700,Nagar Thane,92.0
Unnamed Property,601 Naupada Thane Mumbai,1.62 Crore,12960,Super Built Up Area,2,2,6,0 to 1 Year,Ready To Move,1250,Naupada Thane,162.0
Unnamed Property,701 Naupada Thane Mumbai,1.7 Crore,13600,Super Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1250,Naupada Thane,170.0
Unnamed Property,801 Naupada Thane Mumbai,1.25 Crore,10869,Super Built Up Area,1,2,8,0 to 1 Year,Ready To Move,1150,Naupada Thane,125.0
Dharti Ashtavinayak Tower ,604 Sector 21 Kamothe Navi Mumbai Mumbai,87 Lac,6641,Super Built Up Area,2,2,6,5 to 10 Year,Ready To Move,1310,Kamothe Navi-Mumbai,87.0
Unnamed Property,000 Kasar vadavali Thane Mumbai,53 Lac,11777,Carpet Area,1,2,4,1 to 5 Year,Ready To Move,450,Vadavali Thane,53.0
Unique Greens ,000 kavesar Thane Mumbai,63 Lac,12600,Carpet Area,1,2,12,1 to 5 Year,Ready To Move,500,Kavesar Thane,63.0
Unnamed Property,000 Thane West Thane Mumbai,55 Lac,12790,Carpet Area,1,2,15,1 to 5 Year,Ready To Move,430,Thane Thane,55.0
Unnamed Property,000 Thane West Thane Mumbai,54 Lac,12705,Carpet Area,1,2,5,1 to 5 Year,Ready To Move,425,Thane Thane,54.0
Puraniks Hometown ,000 Kasar vadavali Thane Mumbai,54 Lac,11250,Carpet Area,1,1,2,1 to 5 Year,Ready To Move,480,Vadavali Thane,54.0
Shree Sankalp ,000 Kasar vadavali Thane Mumbai,92 Lac,14153,Carpet Area,2,2,6,1 to 5 Year,Ready To Move,650,Vadavali Thane,92.0
Neelkanth Gardens ,Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088 Chembur East Mumbai Harbour Mumbai,2.55 Crore,25500,Super Built Up Area,2,2,3,10+ Year,Ready To Move,1000,Mumbai Harbour,255.0
Vijaya Heritage ,Vijaya Heritage Road No 11 Central Avenue Road Central Avenue Road Chembur East Mumbai Chembur Mumbai Harbour Mumbai,3.85 Crore,26551,Super Built Up Area,3,3,9,5 to 10 Year,Ready To Move,1450,Mumbai Harbour,385.0
Imperial Heights ,Goregaon West Mumbai,3.4 Crore,23529,Carpet Area,3,4,24,1 to 5 Year,Ready To Move,1445,Goregaon Mumbai,340.0
Platinum Emporius ,500 Sector 17 Ulwe Navi Mumbai Mumbai,1.35 Crore,352388,Carpet Area,2,2,5,0 to 1 Year,Ready To Move,38.31,Ulwe Navi-Mumbai,135.0
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,72 Lac,10285,Super Built Up Area,1,1,6,5 to 10 Year,Ready To Move,700,Ghansoli Navi-Mumbai,72.0
Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,85 Lac,13076,Super Built Up Area,1,1,10,1 to 5 Year,Ready To Move,650,Ghansoli Navi-Mumbai,85.0
Avicon Levante ,800 Sector 17 Ulwe Navi Mumbai Mumbai,62 Lac,8857,Super Built Up Area,1,2,8,0 to 1 Year,Ready To Move,700,Ulwe Navi-Mumbai,62.0
Pragati Moral Orchid ,400 Ulwe Navi Mumbai Mumbai,55 Lac,7801,Super Built Up Area,1,2,4,0 to 1 Year,Ready To Move,705,Ulwe Navi-Mumbai,55.0
Priyanka Unite ,200 Sector 18 Ulwe Navi Mumbai Mumbai,1.23 Crore,10933,Super Built Up Area,2,2,2,0 to 1 Year,Ready To Move,1125,Ulwe Navi-Mumbai,123.0
Unnamed Property,Hiranandani Meadows Thane Mumbai,1.7 Crore,11333,Super Built Up Area,2,2,2,1 to 5 Year,Ready To Move,1500,Meadows Thane,170.0
Omkar Alta Monte ,Malad East Mumbai,2.25 Crore,24456,Carpet Area,2,2,10,1 to 5 Year,Ready To Move,920,Malad Mumbai,225.0
Unnamed Property,Sector 21 Ghansoli Navi Mumbai Mumbai,75 Lac,11078,Super Built Up Area,1,1,4,0 to 1 Year,Ready To Move,677,Ghansoli Navi-Mumbai,75.0
The Park Residences ,Oshiwara Mumbai,4.5 Crore,40358,Carpet Area,3,3,15,0 to 1 Year,Ready To Move,1115,Oshiwara Mumbai,450.0
Raheja Acropolis ,Raheja Acropolis Ii Sion Trombay Road Deonar Chembur Mumbai Chembur East Mumbai Harbour Mumbai,2.75 Crore,22000,Super Built Up Area,3,2,3,10+ Year,Ready To Move,1250,Mumbai Harbour,275.0
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,1.45 Crore,12236,Super Built Up Area,2,2,18,5 to 10 Year,Ready To Move,1185,Ghansoli Navi-Mumbai,145.0
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,1.15 Crore,9200,Super Built Up Area,3,2,10,5 to 10 Year,Ready To Move,1250,Ghansoli Navi-Mumbai,115.0
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,95 Lac,9047,Super Built Up Area,2,2,3,5 to 10 Year,Ready To Move,1050,Ghansoli Navi-Mumbai,95.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,98 Lac,11011,Super Built Up Area,2,2,14,1 to 5 Year,Ready To Move,890,Ghansoli Navi-Mumbai,98.0
Shree Ramtanu Narayan Ellite ,Ghansoli Navi Mumbai Mumbai,72 Lac,10588,Super Built Up Area,1,1,5,1 to 5 Year,Ready To Move,680,Ghansoli Navi-Mumbai,72.0
Prabhu Shrine ,604 Sector 22 Kamothe Navi Mumbai Mumbai,55 Lac,12222,Carpet Area,1,1,6,1 to 5 Year,Ready To Move,450,Kamothe Navi-Mumbai,55.0
Unnamed Property,Taloja Navi Mumbai Mumbai,30 Lac,6976,Carpet Area,1,2,2,0 to 1 Year,Ready To Move,430,Taloja Navi-Mumbai,30.0
Gami Amar Harmony ,Taloja Panchanand Navi Mumbai Mumbai,39 Lac,5627,Super Built Up Area,1,2,14,1 to 5 Year,Ready To Move,693,Panchanand Navi-Mumbai,39.0
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,82 Lac,7354,Super Built Up Area,2,2,19,1 to 5 Year,Ready To Move,1115,Panchanand Navi-Mumbai,82.0
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,49 Lac,7101,Super Built Up Area,1,2,12,1 to 5 Year,Ready To Move,690,Panchanand Navi-Mumbai,49.0
Unnamed Property,Siddheshwar Garden Kolshet Road Near D Mart Dhokali Thane Mumbai,1.19 Crore,16760,Carpet Area,2,2,11,1 to 5 Year,Ready To Move,710,Dhokali Thane,119.0
Terraform Everest World ,Everest World Kolshet Road Dokali Pada Thane Mumbai,1.42 Crore,15955,Carpet Area,3,2,12,1 to 5 Year,Ready To Move,890,Pada Thane,142.0
Unnamed Property,Kalpataru Sunrise Kolshet Road Thane Mumbai,2.35 Crore,21779,Super Built Up Area,3,3,8,1 to 5 Year,Ready To Move,1675,Road Thane,235.0
Lodha Amara ,Lodha Amara Thane W Kolshet Road Thane Mumbai,1.57 Crore,16526,Super Built Up Area,3,3,28,0 to 1 Year,Ready To Move,1450,Road Thane,157.0
Neelsidhi Tower ,Sector 12 Sector 12 Vashi Navi Mumbai Mumbai,2.75 Crore,27500,Carpet Area,3,3,1,10+ Year,Ready To Move,1000,Vashi Navi-Mumbai,275.0
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,1 Crore,14880,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,672,Road Thane,100.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,3.1 Crore,23882,Super Built Up Area,3,2,24,0 to 1 Year,Ready To Move,1298,Central Mumbai,310.0
Godrej The Trees ,Phirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,11 Crore,44897,Super Built Up Area,4,4,17,0 to 1 Year,Ready To Move,2450,Central Mumbai,1100.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,2.9 Crore,22342,Super Built Up Area,3,2,36,0 to 1 Year,Ready To Move,1298,Central Mumbai,290.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,3.25 Crore,25038,Super Built Up Area,3,3,38,0 to 1 Year,Ready To Move,1298,Central Mumbai,325.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,3.29 Crore,25346,Super Built Up Area,3,3,22,0 to 1 Year,Ready To Move,1298,Central Mumbai,329.0
Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,3 Crore,26431,Super Built Up Area,3,2,28,0 to 1 Year,Ready To Move,1135,Central Mumbai,300.0
Godrej The Trees ,Pirojshanagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,3.4 Crore,36170,Super Built Up Area,2,2,13,0 to 1 Year,Ready To Move,940,Central Mumbai,340.0
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,4.35 Crore,38839,Super Built Up Area,3,2,10,0 to 1 Year,Ready To Move,1120,Central Mumbai,435.0
Godrej The Trees ,Pirojshah Nagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,1.72 Crore,26875,Super Built Up Area,1,1,2,0 to 1 Year,Ready To Move,640,Central Mumbai,172.0
Unnamed Property,Kapurbawadi Thane Mumbai,1.42 Crore,19189,Built Up Area,2,2,8,1 to 5 Year,Ready To Move,740,Kapurbawadi Thane,142.0
Unnamed Property,Dhokali Thane Mumbai,1.41 Crore,18951,Built Up Area,2,2,8,1 to 5 Year,Ready To Move,744,Dhokali Thane,141.0
Omkar Empire ,Sector 10 Kharghar Navi Mumbai Mumbai,1.1 Crore,8800,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1250,Kharghar Navi-Mumbai,110.0
Unnamed Property,Kolshet Thane Mumbai,1.62 Crore,17234,Carpet Area,2,4,25,0 to 1 Year,Ready To Move,940,Kolshet Thane,162.0
Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,95 Lac,8260,Carpet Area,2,2,7,10+ Year,Ready To Move,1150,Kamothe Navi-Mumbai,95.0
Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,2.45 Crore,20657,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,1186,Central Mumbai,245.0
Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,3.8 Crore,19947,Super Built Up Area,3,3,1,0 to 1 Year,Ready To Move,1905,Central Mumbai,380.0
Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,57 Lac,8260,Super Built Up Area,1,1,1,5 to 10 Year,Ready To Move,690,Kamothe Navi-Mumbai,57.0
Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,1.35 Crore,10112,Super Built Up Area,3,2,8,1 to 5 Year,Ready To Move,1335,Kamothe Navi-Mumbai,135.0
Kanakia Zen World ,Kanjur Marg East Central Mumbai suburbs Mumbai,2 Crore,26595,Super Built Up Area,2,2,2,5 to 10 Year,Ready To Move,935,Central Mumbai,200.0
Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,90 Lac,8571,Super Built Up Area,2,2,12,5 to 10 Year,Ready To Move,1050,Kamothe Navi-Mumbai,90.0
Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,40 Lac,6060,Super Built Up Area,1,2,4,0 to 1 Year,Ready To Move,660,Ulwe Navi-Mumbai,40.0
Rajesh Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,80 Lac,7441,Super Built Up Area,2,2,3,10+ Year,Ready To Move,1075,Kamothe Navi-Mumbai,80.0
Lodha Luxuria ,Majiwada Thane Mumbai,1.98 Crore,16966,Carpet Area,3,3,3,1 to 5 Year,Ready To Move,1167,Majiwada Thane,198.0
Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,1.72 Crore,16195,Built Up Area,2,2,25,0 to 1 Year,Ready To Move,1062,Hiranandani-Estate Thane,172.0
Lodha Luxuria ,Majiwada Thane Mumbai,2 Crore,11834,Built Up Area,3,3,4,1 to 5 Year,Ready To Move,1690,Majiwada Thane,200.0
Unnamed Property,Anand Nagar Thane Mumbai,95 Lac,10844,Built Up Area,2,2,6,0 to 1 Year,Ready To Move,876,Nagar Thane,95.0
Unnamed Property,Thane West Thane Mumbai,73 Lac,8323,Built Up Area,2,2,5,0 to 1 Year,Ready To Move,877,Thane Thane,73.0
Unnamed Property,1304 Sector 21 Kamothe Navi Mumbai Mumbai,1.15 Crore,16911,Carpet Area,2,2,14,5 to 10 Year,Ready To Move,680,Kamothe Navi-Mumbai,115.0
Hiranandani Castle Rock ,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,3.25 Crore,26422,Super Built Up Area,2,2,12,0 to 1 Year,Ready To Move,1230,Central Mumbai,325.0
Gurukrupa Aramus Complex ,1100 Ulwe Navi Mumbai Mumbai,74 Lac,6727,Built Up Area,1,1,11,0 to 1 Year,Ready To Move,1100,Ulwe Navi-Mumbai,74.0
Varsha Balaji Darshan ,300 Sector 16 Ulwe Navi Mumbai Mumbai,1.04 Crore,9203,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1130,Ulwe Navi-Mumbai,104.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,2.28 Crore,15200,Super Built Up Area,3,3,13,0 to 1 Year,Ready To Move,1500,Balkum Thane,228.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,2.25 Crore,15000,Super Built Up Area,3,3,11,1 to 5 Year,Ready To Move,1500,Balkum Thane,225.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,98 Lac,9800,Super Built Up Area,2,2,22,1 to 5 Year,Ready To Move,1000,Balkum Thane,98.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,99 Lac,9900,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1000,Balkum Thane,99.0
Lodha Altia ,Wadala Mumbai Harbour Mumbai,2.4 Crore,37617,Super Built Up Area,2,2,29,0 to 1 Year,Ready To Move,1057,Mumbai Harbour,240.0
Atlantis ,1801 Panch Pakhadi Thane Mumbai,90 Lac,15517,Super Built Up Area,1,2,18,5 to 10 Year,Ready To Move,580,Pakhadi Thane,90.0
SKG Vijayashree ,Chembur Mumbai Harbour Mumbai,3.75 Crore,21126,Super Built Up Area,3,3,2,5 to 10 Year,Ready To Move,1775,Mumbai Harbour,375.0
Sabari Ashiana ,Sabari Aashiana Chs Ltd Deonar Form Road Mumbai 400088 Chembur East Mumbai Harbour Mumbai,4.25 Crore,26562,Super Built Up Area,3,3,4,10+ Year,Ready To Move,1600,Mumbai Harbour,425.0
Godrej The Trees ,Off Eastern Express Highway Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,4.4 Crore,31473,Super Built Up Area,3,2,12,0 to 1 Year,Ready To Move,1398,Central Mumbai,440.0
Luxora Crystal Spires ,Manpada Thane Mumbai,3.95 Crore,22067,Built Up Area,3,3,3,0 to 1 Year,Ready To Move,2500,Manpada Thane,395.0
Sheth Auris Ilaria ,2609 Malad West Mumbai,1.69 Crore,16820,Super Built Up Area,2,2,29,0 to 1 Year,Ready To Move,1006,Malad Mumbai,169.0
Bhoomi Celestia ,Malad West Malad West Mumbai,6.99 Crore,24831,Super Built Up Area,4,5,20,0 to 1 Year,Ready To Move,2815,Malad Malad,699.0
Bhoomi Celestia ,Malad West Malad West Mumbai,5.5 Crore,24129,Super Built Up Area,3,3,20,0 to 1 Year,Ready To Move,2279,Malad Malad,550.0
Unnamed Property,1111 Sector 21 Kamothe Navi Mumbai Mumbai,88 Lac,13235,Carpet Area,2,2,11,5 to 10 Year,Ready To Move,680,Kamothe Navi-Mumbai,88.0
SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,68.75 Lac,9353,Super Built Up Area,1,2,1,0 to 1 Year,Ready To Move,735,Mira Road,68.8
Strawberry ONYX ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,82.5 Lac,8918,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,925,Mira Road,82.5
Unnamed Property,888 Sector 21 Kamothe Navi Mumbai Mumbai,90 Lac,13274,Super Built Up Area,2,2,8,5 to 10 Year,Ready To Move,1070,Kamothe Navi-Mumbai,90.0
Rajesh Presidency ,Sector 3 Ulwe Navi Mumbai Mumbai,1.4 Crore,8750,Super Built Up Area,3,3,5,0 to 1 Year,Ready To Move,1600,Ulwe Navi-Mumbai,140.0
SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,1 Crore,9279,Super Built Up Area,2,2,2,0 to 1 Year,Ready To Move,1075,Mira Road,100.0
Hiranandani-Estate Brentford ,302 Ghodbunder Road Thane Mumbai,85 Lac,22972,Carpet Area,1,1,3,10+ Year,Ready To Move,370,Road Thane,85.0
Umiya Oasis ,Mira Road Mira Road Mira Road And Beyond Mumbai,64.5 Lac,9020,Super Built Up Area,1,2,15,0 to 1 Year,Ready To Move,715,Mira Road,64.5
Sahakar Premier ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,82.5 Lac,7674,Super Built Up Area,2,2,2,0 to 1 Year,Ready To Move,1075,Mira Road,82.5
Unnamed Property,Mira Road East Mira Road East Mira Road And Beyond Mumbai,83.5 Lac,7695,Super Built Up Area,2,2,5,0 to 1 Year,Ready To Move,1085,Mira Road,83.5
Janki Legacy ,Ramdev Park Ramdev Park Mira Road And Beyond Mumbai,63.5 Lac,8639,Super Built Up Area,1,2,5,0 to 1 Year,Ready To Move,735,Mira Road,63.5
RNA NG Silver Spring ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,89.99 Lac,8218,Super Built Up Area,2,2,5,0 to 1 Year,Ready To Move,1095,Mira Road,90.0
Shree Tirupati Riviera ,Siddheshwar Garden Kolshet Road Thane West Thane Mumbai,1.29 Crore,14494,Super Built Up Area,3,2,7,1 to 5 Year,Ready To Move,1290,Thane Thane,129.0
Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Thane Mumbai,1.34 Crore,17516,Carpet Area,2,2,6,0 to 1 Year,Ready To Move,765,Road Thane,134.0
Lodha Amara ,Lodha Amara 2bhk Kolshet Road Thane Mumbai,98 Lac,14583,Carpet Area,2,2,15,0 to 1 Year,Ready To Move,672,Road Thane,98.0
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,1.57 Crore,16439,Carpet Area,3,3,23,0 to 1 Year,Ready To Move,955,Road Thane,157.0
Tulsi Aura ,Sector 8 Ghansoli Navi Mumbai Mumbai,80 Lac,12598,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,635,Ghansoli Navi-Mumbai,80.0
Unnamed Property,Thakur Village Mumbai,3.25 Crore,31041,Carpet Area,3,3,20,1 to 5 Year,Ready To Move,1047,Thakur Village,325.0
Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Kolshet Road Thane Mumbai,1.37 Crore,17931,Super Built Up Area,2,2,8,1 to 5 Year,Ready To Move,1190,Road Thane,137.0
Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Balkum Thane Mumbai,1.38 Crore,17692,Carpet Area,2,2,10,0 to 1 Year,Ready To Move,780,Balkum Thane,138.0
Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,47 Lac,6676,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,704,Ulwe Navi-Mumbai,47.0
Kalpataru Sunrise ,Kalpataru Sunrise Balkum Thane Mumbai,2.24 Crore,20569,Carpet Area,3,3,15,0 to 1 Year,Ready To Move,1089,Balkum Thane,224.0
Lodha Sterling ,Lodha Sterling Kolshet Road Thane W Thane West Thane Mumbai,1.59 Crore,17647,Super Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1350,Thane Thane,159.0
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,1.04 Crore,15476,Super Built Up Area,2,2,6,1 to 5 Year,Ready To Move,1020,Road Thane,104.0
Unnamed Property,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,2.3 Crore,18196,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1264,Mumbai Harbour,230.0
Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbaik 71 Chembur Mumbai Harbour Mumbai,2.4 Crore,18750,Super Built Up Area,3,2,7,1 to 5 Year,Ready To Move,1280,Mumbai Harbour,240.0
Unnamed Property,1002 Chembur Mumbai Harbour Mumbai,7 Crore,20679,Super Built Up Area,4,4,10,1 to 5 Year,Ready To Move,3385,Mumbai Harbour,700.0
Unnamed Property,1111 Kolshet Road Thane Mumbai,99 Lac,11000,Super Built Up Area,2,2,26,0 to 1 Year,Ready To Move,900,Road Thane,99.0
Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,2.5 Crore,17361,Super Built Up Area,3,2,6,1 to 5 Year,Ready To Move,1440,Mumbai Harbour,250.0
Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,3 Crore,16304,Super Built Up Area,3,3,4,1 to 5 Year,Ready To Move,1840,Mumbai Harbour,300.0
Sun Sundaram Tower ,Sector 18 Kamothe Navi Mumbai Mumbai,98 Lac,8711,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1125,Kamothe Navi-Mumbai,98.0
One Hiranandani Park ,Hiranandani Estate Thane Mumbai,4.1 Crore,20950,Built Up Area,3,3,4,1 to 5 Year,Ready To Move,1957,Hiranandani-Estate Thane,410.0
Runwal Eirene ,Balkum Thane Mumbai,1.95 Crore,11818,Super Built Up Area,3,3,23,0 to 1 Year,Ready To Move,1650,Balkum Thane,195.0
Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,38 Lac,6129,Super Built Up Area,1,1,4,0 to 1 Year,Ready To Move,620,Ulwe Navi-Mumbai,38.0
Unnamed Property,0000 Bhaskar Colony Thane Mumbai,1.75 Crore,23712,Carpet Area,2,2,4,0 to 1 Year,Ready To Move,738,Colony Thane,175.0
Unnamed Property,Sector 18 Ulwe Navi Mumbai Mumbai,57 Lac,7862,Super Built Up Area,1,1,9,1 to 5 Year,Ready To Move,725,Ulwe Navi-Mumbai,57.0
Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,3 Crore,23437,Super Built Up Area,3,3,46,0 to 1 Year,Ready To Move,1280,Central Mumbai,300.0
Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,84 Lac,7000,Super Built Up Area,2,2,1,1 to 5 Year,Ready To Move,1200,Ulwe Navi-Mumbai,84.0
Unnamed Property,0000 Teen Hath Naka Thane Mumbai,3.25 Crore,22413,Carpet Area,4,4,10,5 to 10 Year,Ready To Move,1450,Teen-Hath-Naka Thane,325.0
Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,2.45 Crore,24747,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,990,Hiranandani-Estate Thane,245.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,1.55 Crore,40897,Carpet Area,1,2,16,0 to 1 Year,Ready To Move,379,Central Mumbai,155.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,1.5 Crore,39577,Carpet Area,1,2,16,0 to 1 Year,Ready To Move,379,Central Mumbai,150.0
L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,2.68 Crore,25283,Super Built Up Area,2,2,14,1 to 5 Year,Ready To Move,1060,Central Mumbai,268.0
Delta Avenue ,0000 Uthalsar Thane Mumbai,1.7 Crore,16190,Super Built Up Area,2,2,2,1 to 5 Year,Ready To Move,1050,Uthalsar Thane,170.0
Tridhaatu The Grand ,1202 Chembur Mumbai Harbour Mumbai,4.3 Crore,22631,Super Built Up Area,3,3,12,1 to 5 Year,Ready To Move,1900,Mumbai Harbour,430.0
Unnamed Property,Ghantali Thane Mumbai,57 Lac,16764,Carpet Area,1,1,3,10+ Year,Ready To Move,340,Ghantali Thane,57.0
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,10.5 Crore,44173,Super Built Up Area,4,4,17,0 to 1 Year,Ready To Move,2377,Central Mumbai,1050.0
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,5 Crore,38461,Super Built Up Area,3,3,7,0 to 1 Year,Ready To Move,1300,Central Mumbai,500.0
Paradise Sai Pearls ,Sector 35 Kharghar Navi Mumbai Mumbai,1.1 Crore,8870,Super Built Up Area,2,2,8,5 to 10 Year,Ready To Move,1240,Kharghar Navi-Mumbai,110.0
Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,3.25 Crore,20312,Super Built Up Area,3,3,5,1 to 5 Year,Ready To Move,1600,Mumbai Harbour,325.0
