Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Unnamed Property,"401, Friends Colony, Central Mumbai suburbs, Mumbai",70 Lac,"14,000",Built Up area: 500 (46.45 sq.m.)Carpet area: 395 sq.ft. (36.7 sq.m.),1,1,4th  ,10+ Year Old, Ready to move
Shah Complex 2 ," Sector 13 Sanpada, Navi-Mumbai, Mumbai",1.15 Crore,"20,909",Carpet area: 550 (51.1 sq.m.),2,2,5th  ,10+ Year Old, Ready to move
City Icon ,"Sector 19 Taloja Phase 2, Taloja, Navi-Mumbai, Mumbai",58 Lac,"5,523",Super Built up area 1050(97.55 sq.m.),2,2,3rd  ,0 to 1 Year Old, Ready to move Property
Muktistar Mannat ," Sector 20 Taloja, Navi-Mumbai, Mumbai",43 Lac,"4,300",Super Built up area 1000(92.9 sq.m.),2,2,1st  ,5 to 10 Year Old, Ready to move Property
Unnamed Property," Sector 20 Taloja, Navi-Mumbai, Mumbai",42 Lac,"6,461",Built Up area: 650 (60.39 sq.m.),1,1,5th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Sector 20 Taloja, Navi-Mumbai, Mumbai",35.5 Lac,"5,461",Super Built up area 650(60.39 sq.m.),1,1,6th  ,1 to 5 Year Old, Ready to move Property
Arihant Amodini ," Sector 24 Taloja, Navi-Mumbai, Mumbai",65 Lac,"6,074",Carpet area: 1070 (99.41 sq.m.),2,2,15th  ,5 to 10 Year Old, Ready to move Property
SM Olive Paradise ," Sector 20 Taloja, Navi-Mumbai, Mumbai",36 Lac,"5,496",Super Built up area 655(60.85 sq.m.),1,1,5th  ,1 to 5 Year Old, Ready to move Property
City Icon ," Taloja, Navi-Mumbai, Mumbai",56 Lac,"5,333",Super Built up area 1050(97.55 sq.m.),2,2,3rd  ,0 to 1 Year Old, Ready to move Property
Evershine Millennium Paradise ," Thakur Village,  Mumbai",1.05 Crore,"17,796",Built Up area: 590 (54.81 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,2,3rd  ,10+ Year Old, Ready to move
SD Alpine ," Kandivali East,  Mumbai",3.45 Crore,"18,852",Super Built up area 1830(170.01 sq.m.)Carpet area: 1070 sq.ft. (99.41 sq.m.),3,3,7th  ,1 to 5 Year Old, Ready to move
BKS Galaxy ," Sector 35I Kharghar, Navi-Mumbai, Mumbai",99 Lac,"8,608",Super Built up area 1150(106.84 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move Property
Dhruv Heights ," Sector 10 Kharghar, Navi-Mumbai, Mumbai",1.65 Crore,"10,153",Super Built up area 1625(150.97 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,7th  ,5 to 10 Year Old, Ready to move Property
Giriraj Horizon ," Sector 20 Kharghar, Navi-Mumbai, Mumbai",1.65 Crore,"11,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1490 sq.ft. (138.43 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,7th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property," Sector 12 Kharghar, Navi-Mumbai, Mumbai",1.35 Crore,"11,250",Super Built up area 1200(111.48 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move Property
Kesar Harmony ," Sector 6 Kharghar, Navi-Mumbai, Mumbai",2.7 Crore,"15,743",Super Built up area 1715(159.33 sq.m.)Built Up area: 1710 sq.ft. (158.86 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3,3,6th  ,5 to 10 Year Old, Ready to move Property
Regency Gardens ," Sector 6 Kharghar, Navi-Mumbai, Mumbai",3.5 Crore,"14,861",Super Built up area 2355(218.79 sq.m.)Built Up area: 2315 sq.ft. (215.07 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3rd  ,5 to 10 Year Old, Ready to move Property
White City ,"006, Kandivali East,  Mumbai",1.6 Crore,"16,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,20th  ,0 to 1 Year Old, Ready to move Property
White City ," Kandivali East,  Mumbai",2.2 Crore,"18,333",Super Built up area 1200(111.48 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 844.65 sq.ft. (78.47 sq.m.),2,2,16th  ,0 to 1 Year Old, Ready to move Property
White City ,"001, Kandivali East,  Mumbai",1.08 Crore,"14,117",Super Built up area 765(71.07 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.)Carpet area: 479 sq.ft. (44.5 sq.m.),1,1,21st  ,0 to 1 Year Old, Ready to move Property
White City ,"005, Kandivali East,  Mumbai",165 Crore,"16,50,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,21st  ,0 to 1 Year Old, Ready to move Property
White City ,"006, Kandivali East,  Mumbai",1.6 Crore,"16,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 642.83 sq.ft. (59.72 sq.m.),2,2,20th  ,0 to 1 Year Old, Ready to move Property
White City ,"007, Kandivali East,  Mumbai",1.15 Crore,"15,032",Super Built up area 765(71.07 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.)Carpet area: 479 sq.ft. (44.5 sq.m.),1,2,25th  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"20th, Malad West,  Mumbai",1.88 Crore,"22,380",Carpet area: 840 (78.04 sq.m.),3,3,19th  ,0 to 1 Year Old, Ready to move Property
Bhagwati Greens ," Sector 23 Kharghar, Navi-Mumbai, Mumbai",3.5 Crore,"27,450",Carpet area: 1275 (118.45 sq.m.),3,3,10th  ,1 to 5 Year Old, Ready to move Property
Armstrongs Hex Blox ,"Sector 10, Kharghar, Navi-Mumbai, Mumbai",1.25 Crore,"10,000",Super Built up area 1250(116.13 sq.m.)Built Up area: 1240 sq.ft. (115.2 sq.m.)Carpet area: 869 sq.ft. (80.73 sq.m.),2,2,10th  ,5 to 10 Year Old, Ready to move Property
Paradise Sai Mannat ," Sector 34A Kharghar, Navi-Mumbai, Mumbai",2.2 Crore,"11,000",Super Built up area 2000(185.81 sq.m.)Built Up area: 1990 sq.ft. (184.88 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,9th  ,1 to 5 Year Old, Ready to move Property
Aakash Srishthi ," Andheri East,  Mumbai",1.35 Crore,"31,000",Carpet area: 438 (40.69 sq.m.),1,2,6th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"33,637",Carpet area: 877 (81.48 sq.m.),3,2,44  ,0 to 1 Year Old, Ready to move
Luxora Crystal Spires ,"0000, Manpada, Thane, Mumbai",2.4 Crore,"17,910",Carpet area: 1340 (124.49 sq.m.),3,3,3rd  ,0 to 1 Year Old, Ready to move Property
Luxora Crystal Spires ,"0000, Manpada, Thane, Mumbai",2.6 Crore,"17,449",Carpet area: 1490 (138.43 sq.m.),3,3,3rd  ,0 to 1 Year Old, Ready to move Property
Dosti Imperia ," Manpada, Thane, Mumbai",2.5 Crore,"14,285",Super Built up area 1750(162.58 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,3,19th  ,1 to 5 Year Old, Ready to move Property
Pratik Regalia ," Sector 21 Ulwe, Navi-Mumbai, Mumbai",52 Lac,"7,172",Super Built up area 725(67.35 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,1,2nd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"001, Sector 20 Ulwe, Navi-Mumbai, Mumbai",57 Lac,"8,142",Built Up area: 700 (65.03 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,1,4th  ,1 to 5 Year Old, Ready to move Property
Neelkanth Greens ," Manpada, Thane, Mumbai",2.5 Crore,"13,888",Super Built up area 1800(167.23 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1018 sq.ft. (94.58 sq.m.),3,3,26th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property," Sector 20 Ulwe, Navi-Mumbai, Mumbai",43 Lac,"7,350",Super Built up area 585(54.35 sq.m.)Carpet area: 330 sq.ft. (30.66 sq.m.),1,1,2nd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Patlipada, Thane, Mumbai",1.5 Crore,"16,666",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move Property
Kalpataru Hills ," Manpada, Thane, Mumbai",1.11 Crore,"12,333",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,8th  ,5 to 10 Year Old, Ready to move Property
T Bhimjyani Neelkanth Woods ," Manpada, Thane, Mumbai",1.85 Crore,"14,230",Super Built up area 1300(120.77 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3,2,11st  ,1 to 5 Year Old, Ready to move Property
T Bhimjyani Neelkanth Woods ," Manpada, Thane, Mumbai",2.55 Crore,"13,421",Super Built up area 1900(176.52 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3rd  ,1 to 5 Year Old, Ready to move Property
Neelkanth Greens ," Manpada, Thane, Mumbai",1.1 Crore,"12,222",Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property," Natwar Nagar,  Mumbai",63.5 Lac,"28,222",Carpet area: 225 (20.9 sq.m.),1,1,11st  ,1 to 5 Year Old, Ready to move
Unnamed Property," Ulwe, Navi-Mumbai, Mumbai",75 Lac,"7,653",Built Up area: 980 (91.04 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,1st  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Ulwe, Navi-Mumbai, Mumbai",45 Lac,"6,617",Built Up area: 680 (63.17 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,4th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Ulwe, Navi-Mumbai, Mumbai",56 Lac,"8,888",Built Up area: 630 (58.53 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1,1,8th  ,1 to 5 Year Old, Ready to move Property
Om Cygnus ," Sector 16 Ulwe, Navi-Mumbai, Mumbai",1.04 Crore,"9,086",Super Built up area 1150(106.84 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move Property
Star Galaxy ," Sector 18 Ulwe, Navi-Mumbai, Mumbai",85.89 Lac,"7,278",Super Built up area 1180(109.63 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,8th  ,1 to 5 Year Old, Ready to move Property
Siddhivinayak Utopia ," Ulwe, Navi-Mumbai, Mumbai",1.05 Crore,"9,083",Super Built up area 1156(107.4 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move Property
Acme Ozone ," Manpada, Thane, Mumbai",1.2 Crore,"17,142",Carpet area: 700 (65.03 sq.m.),2,3,16th  ,5 to 10 Year Old, Ready to move Property
Neelkanth Greens ," Manpada, Thane, Mumbai",1.5 Crore,"13,636",Super Built up area 1100(102.19 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,23rd  ,5 to 10 Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.5 Crore,"38,461",Carpet area: 390 (36.23 sq.m.),1,1,8th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Rajan Pada,  Mumbai",1.65 Crore,"15,714",Super Built up area 1050(97.55 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,6th  ,5 to 10 Year Old, Ready to move
Dhoot New Sonali CHS ," Malad West,  Mumbai",2.1 Crore,"21,000",Super Built up area 1000(92.9 sq.m.)Carpet area: 662 sq.ft. (61.5 sq.m.),2,2,8th  ,0 to 1 Year Old, Ready to move
Dhoot New Sonali CHS ," Malad West,  Mumbai",2.79 Crore,"31,208",Carpet area: 894 (83.06 sq.m.),3,3,9th  ,0 to 1 Year Old, Ready to move
Shapoorji Pallonji Vicinia ," Chandivali, Central Mumbai suburbs, Mumbai",3.65 Crore,"34,112",Carpet area: 1070 (99.41 sq.m.),3,3,16th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Goregaon West,  Mumbai",2.75 Crore,"17,515",Super Built up area 1570(145.86 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,20th  ,5 to 10 Year Old, Ready to move
Kalpataru Pinnacle ," Goregaon West,  Mumbai",9.75 Crore,"62,903",Carpet area: 1550 (144 sq.m.),3,3,3rd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Kandivali West,  Mumbai",1.05 Crore,"26,250",Carpet area: 400 (37.16 sq.m.),1,2,2nd  ,10+ Year Old, Ready to move Property
Unnamed Property,"107, Shirgaon, Mumbai Beyond Thane, Mumbai",21.75 Lac,"3,107",Super Built up area 700(65.03 sq.m.)Built Up area: 670 sq.ft. (62.25 sq.m.)Carpet area: 434 sq.ft. (40.32 sq.m.),1,1,1st  ,1 to 5 Year Old, Ready to move
Unnamed Property,"401, Shirgaon, Mumbai Beyond Thane, Mumbai",20.5 Lac,"3,106",Super Built up area 660(61.32 sq.m.)Built Up area: 630 sq.ft. (58.53 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,4th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"302, Shirgaon, Mumbai Beyond Thane, Mumbai",20.21 Lac,"3,062",Super Built up area 660(61.32 sq.m.)Built Up area: 630 sq.ft. (58.53 sq.m.)Carpet area: 461 sq.ft. (42.83 sq.m.),1,1,3rd  ,5 to 10 Year Old, Ready to move
Unnamed Property,"003, Shirgaon, Mumbai Beyond Thane, Mumbai",14.5 Lac,"3,536",Super Built up area 410(38.09 sq.m.)Built Up area: 360 sq.ft. (33.45 sq.m.)Carpet area: 290 sq.ft. (26.94 sq.m.),1,1,Ground,1 to 5 Year Old, Ready to move
Unnamed Property," Borivali West,  Mumbai",2.25 Crore,"28,125",Carpet area: 800 (74.32 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move Property
Unnamed Property," Mahavir Nagar,  Mumbai",3.25 Crore,"40,625",Carpet area: 800 (74.32 sq.m.),3,3,7th  ,10+ Year Old, Ready to move Property
Hiranandani Regent Hill ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.45 Crore,"38,284",Carpet area: 379 (35.21 sq.m.),1,2,14th  ,0 to 1 Year Old, Ready to move Property
Lodha Casa Ultima ,"001, Chirak Nagar, Thane, Mumbai",96 Lac,"11,428",Super Built up area 840(78.04 sq.m.)Built Up area: 820 sq.ft. (76.18 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2,2,12nd  ,5 to 10 Year Old, Ready to move Property
Anchorage Apartment ," Bandra West, Mumbai South West, Mumbai",3.41 Crore,"53,198",Carpet area: 641 (59.55 sq.m.),2,2,6th  ,10+ Year Old, Ready to move
Unnamed Property," Bandra West, Mumbai South West, Mumbai",6.75 Crore,"54,086",Carpet area: 1248 (115.94 sq.m.),3,3,3rd  ,10+ Year Old, Ready to move
SD Epsilon Tower ," Thakur Village,  Mumbai",2.95 Crore,"28,175",Carpet area: 1047 (97.27 sq.m.),3,3,14th  ,0 to 1 Year Old, Ready to move Property
SD Epsilon Tower ," Thakur Village,  Mumbai",3.22 Crore,"3,44,569",Carpet area: 93.45 ,3,3,19th  ,0 to 1 Year Old, Ready to move Property
SD Epsilon Tower ," Thakur Village,  Mumbai",2.25 Crore,"29,488",Carpet area: 763 (70.89 sq.m.),2,2,37th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"C121, Bhiwandi, Mumbai Beyond Thane, Mumbai",55.2 Lac,"7,785",Built Up area: 1080 (100.34 sq.m.)Carpet area: 709 sq.ft. (65.87 sq.m.),2,2,21st  ,0 to 1 Year Old, Ready to move Property
SD Alpine ," Kandivali East,  Mumbai",3.25 Crore,"31,340",Carpet area: 1037 (96.34 sq.m.),3,3,44  ,1 to 5 Year Old, Ready to move Property
Tata Amantra ,"G0256, Kalyan West, Mumbai Beyond Thane, Mumbai",88.34 Lac,"5,773",Built Up area: 1530 (142.14 sq.m.)Carpet area: 968 sq.ft. (89.93 sq.m.),3,3,21st  ,0 to 1 Year Old, Ready to move Property
Tata Amantra ,"F 2156, Kalyan West, Mumbai Beyond Thane, Mumbai",86.34 Lac,"5,849",Built Up area: 1476 (137.12 sq.m.)Carpet area: 943 sq.ft. (87.61 sq.m.),3,2,22nd  ,0 to 1 Year Old, Ready to move Property
Sahakar Premier ,"301, Mira Road East, Mira Road And Beyond, Mumbai",79.65 Lac,"7,444",Super Built up area 1070(99.41 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2,2,3rd  ,0 to 1 Year Old, Ready to move Property
Strawberry ONYX ,"101, Mira Road East, Mira Road And Beyond, Mumbai",82.59 Lac,"8,137",Super Built up area 1015(94.3 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move Property
Lodha Casa Ultima ,"004, Chirak Nagar, Thane, Mumbai",87.78 Lac,"14,112",Super Built up area 622(57.79 sq.m.)Built Up area: 612 sq.ft. (56.86 sq.m.)Carpet area: 434 sq.ft. (40.32 sq.m.),1,1,20th  ,5 to 10 Year Old, Ready to move Property
Puranik City Phase 3 ,"000, Kasar vadavali, Thane, Mumbai",60 Lac,"13,333",Carpet area: 450 (41.81 sq.m.),1,2,8th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Balkum, Thane, Mumbai",1.85 Crore,"20,464",Carpet area: 904 (83.98 sq.m.),2,2,20th  ,0 to 1 Year Old, Ready to move
Laabh Pehla Ghar Shubh Sanket Complex ,"000, Ghodbunder Road, Thane, Mumbai",43 Lac,"10,462",Carpet area: 411 (38.18 sq.m.),1,1,1st  ,0 to 1 Year Old, Ready to move
Unnamed Property," Balkum, Thane, Mumbai",1.9 Crore,"19,000",Carpet area: 1000 (92.9 sq.m.),2,2,16th  ,0 to 1 Year Old, Ready to move
Rutu Enclave ,"000, Anand Nagar, Thane, Mumbai",46 Lac,"11,192",Carpet area: 411 (38.18 sq.m.),1,1,3rd  ,5 to 10 Year Old, Ready to move
Cosmos Jewels ,"000, Anand Nagar, Thane, Mumbai",92 Lac,"13,142",Carpet area: 700 (65.03 sq.m.),2,2,8th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"601, Naupada, Thane, Mumbai",1.62 Crore,"12,960",Super Built up area 1250(116.13 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),2,2,6th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"701, Naupada, Thane, Mumbai",1.7 Crore,"13,600",Super Built up area 1250(116.13 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,7th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"801, Naupada, Thane, Mumbai",1.25 Crore,"10,869",Super Built up area 1150(106.84 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),1,2,8th  ,0 to 1 Year Old, Ready to move Property
Dharti Ashtavinayak Tower ,"604, Sector 21 Kamothe, Navi-Mumbai, Mumbai",87 Lac,"6,641",Super Built up area 1310(121.7 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),2,2,6th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property,"000, Kasar vadavali, Thane, Mumbai",53 Lac,"11,777",Carpet area: 450 (41.81 sq.m.),1,2,4th  ,1 to 5 Year Old, Ready to move
Unique Greens ,"000, kavesar, Thane, Mumbai",63 Lac,"12,600",Carpet area: 500 (46.45 sq.m.),1,2,12nd  ,1 to 5 Year Old, Ready to move
Unnamed Property,"000, Thane West, Thane, Mumbai",55 Lac,"12,790",Carpet area: 430 (39.95 sq.m.),1,2,15th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"000, Thane West, Thane, Mumbai",54 Lac,"12,705",Carpet area: 425 (39.48 sq.m.),1,2,5th  ,1 to 5 Year Old, Ready to move
Puraniks Hometown ,"000, Kasar vadavali, Thane, Mumbai",54 Lac,"11,250",Carpet area: 480 (44.59 sq.m.),1,1,2nd  ,1 to 5 Year Old, Ready to move
Shree Sankalp ,"000, Kasar vadavali, Thane, Mumbai",92 Lac,"14,153",Carpet area: 650 (60.39 sq.m.),2,2,6th  ,1 to 5 Year Old, Ready to move
Neelkanth Gardens ,"Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088, Chembur East, Mumbai Harbour, Mumbai",2.55 Crore,"25,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 765 sq.ft. (71.07 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Vijaya Heritage ,"Vijaya Heritage Road No. 11 Central Avenue Road Central Avenue Road Chembur East Mumbai, Chembur, Mumbai Harbour, Mumbai",3.85 Crore,"26,551",Super Built up area 1450(134.71 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,9th  ,5 to 10 Year Old, Ready to move
Imperial Heights ," Goregaon West,  Mumbai",3.4 Crore,"23,529",Carpet area: 1445 (134.24 sq.m.),3,4,24th  ,1 to 5 Year Old, Ready to move Property
Platinum Emporius ,"500, Sector 17 Ulwe, Navi-Mumbai, Mumbai",1.35 Crore,"3,52,388",Carpet area: 38.31 ,2,2,5th  ,0 to 1 Year Old, Ready to move Property
RC Orchid Apartment ," Sector 21 Ghansoli, Navi-Mumbai, Mumbai",72 Lac,"10,285",Super Built up area 700(65.03 sq.m.),1,1,6th  ,5 to 10 Year Old, Ready to move
Vihan Sunshine Heights ," Sector 15 Ghansoli, Navi-Mumbai, Mumbai",85 Lac,"13,076",Super Built up area 650(60.39 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),1,1,10th  ,1 to 5 Year Old, Ready to move
Avicon Levante ,"800, Sector 17 Ulwe, Navi-Mumbai, Mumbai",62 Lac,"8,857",Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,2,8th  ,0 to 1 Year Old, Ready to move Property
Pragati Moral Orchid ,"400, Ulwe, Navi-Mumbai, Mumbai",55 Lac,"7,801",Super Built up area 705(65.5 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,2,4th  ,0 to 1 Year Old, Ready to move Property
Priyanka Unite ,"200, Sector 18 Ulwe, Navi-Mumbai, Mumbai",1.23 Crore,"10,933",Super Built up area 1125(104.52 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2nd  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Hiranandani Meadows, Thane, Mumbai",1.7 Crore,"11,333",Super Built up area 1500(139.35 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2nd  ,1 to 5 Year Old, Ready to move Property
Omkar Alta Monte ," Malad East,  Mumbai",2.25 Crore,"24,456",Carpet area: 920 (85.47 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Sector 21 Ghansoli, Navi-Mumbai, Mumbai",75 Lac,"11,078",Super Built up area 677(62.9 sq.m.),1,1,4th  ,0 to 1 Year Old, Ready to move
The Park Residences ," Oshiwara,  Mumbai",4.5 Crore,"40,358",Carpet area: 1115 (103.59 sq.m.),3,3,15th  ,0 to 1 Year Old, Ready to move Property
Raheja Acropolis ,"Raheja Acropolis Ii, Sion Trombay Road, Deonar, Chembur, Mumbai, Chembur East, Mumbai Harbour, Mumbai",2.75 Crore,"22,000",Super Built up area 1250(116.13 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 15 Ghansoli, Navi-Mumbai, Mumbai",1.45 Crore,"12,236",Super Built up area 1185(110.09 sq.m.),2,2,18th  ,5 to 10 Year Old, Ready to move
RC Orchid Apartment ," Sector 21 Ghansoli, Navi-Mumbai, Mumbai",1.15 Crore,"9,200",Super Built up area 1250(116.13 sq.m.),3,2,10th  ,5 to 10 Year Old, Ready to move
RC Orchid Apartment ," Sector 21 Ghansoli, Navi-Mumbai, Mumbai",95 Lac,"9,047",Super Built up area 1050(97.55 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move
City Century One ," Sector 21 Ghansoli, Navi-Mumbai, Mumbai",98 Lac,"11,011",Super Built up area 890(82.68 sq.m.),2,2,14th  ,1 to 5 Year Old, Ready to move
Shree Ramtanu Narayan Ellite ," Ghansoli, Navi-Mumbai, Mumbai",72 Lac,"10,588",Super Built up area 680(63.17 sq.m.),1,1,5th  ,1 to 5 Year Old, Ready to move
Prabhu Shrine ,"604, Sector 22 Kamothe, Navi-Mumbai, Mumbai",55 Lac,"12,222",Carpet area: 450 (41.81 sq.m.),1,1,6th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Taloja, Navi-Mumbai, Mumbai",30 Lac,"6,976",Carpet area: 430 (39.95 sq.m.),1,2,2nd  ,0 to 1 Year Old, Ready to move Property
Gami Amar Harmony ," Taloja Panchanand, Navi-Mumbai, Mumbai",39 Lac,"5,627",Super Built up area 693(64.38 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1,2,14th  ,1 to 5 Year Old, Ready to move Property
Paradise Sai Riverdale ," Taloja Panchanand, Navi-Mumbai, Mumbai",82 Lac,"7,354",Super Built up area 1115(103.59 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,19th  ,1 to 5 Year Old, Ready to move Property
