Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
Delta Avenue ,0000 Uthalsar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050,16190,2,2,2,170
Tridhaatu The Grand ,1202 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1900,22631,12,3,3,430
Unnamed Property,Ghantali Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,340,16764,3,1,1,57
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2377,44173,17,4,4,1050
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300,38461,7,3,3,500
Paradise Sai Pearls ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1240,8870,8,2,2,110
Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1600,20312,5,3,3,325
L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890,23370,21,2,2,208
Dosti Imperia ,Garden Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1220,22207,11,2,2,163
Unnamed Property,333 Ghatkopar East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,680,37205,3,2,2,253
Unnamed Property,302 Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,1300,16923,3,3,2,220
Dosti Imperia ,Opp  R Mall Manpada Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2200,19772,20,4,5,435
Unnamed Property,3 Bhk Fully Furnished Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800,19444,0,3,3,350
Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,450,16888,1,1,2,76
Unnamed Property,Charkop Sector 4 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Plot Area,250,34000,3,2,2,85
Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1760,17613,9,3,3,310
Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1200,18333,3,2,2,220
Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1120,17857,10,2,2,200
Ashar Sapphire And Galleria ,1111 Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,950,24736,24,3,3,235
Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1439,49272,37,2,2,440
Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2890,53763,55,5,5,1000
Unnamed Property,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440,23611,8,3,2,340
Unnamed Property,Hill Facing Flat Available Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Built Up Area,1800,15000,12,3,3,270
Cosmos Horizon 2 ,Pokhran 2 Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,700,19285,12,2,2,135
Sadguru Complex ,1301 Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,800,33750,13,2,2,270
Unnamed Property,Karanjade Navi Mumbai Mumbai,Karanjade Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,600,7000,5,1,1,42
Hiranandani Rodas Enclave Eva ,Eva Near New Horizon School Rodas Enclave Hiranandani Estate Thane Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1250,18000,8,3,2,225
L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,24421,30,3,3,464
L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,25142,14,2,2,352
L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,24642,16,2,2,345
Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696,40948,12,2,2,285
Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,696,42816,5,2,2,298
Peninsula Celestia Spaces ,Celestia Spaces Next To Ashok Gardens Mumbai Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,25789,20,3,3,490
Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1110,31531,3,3,3,350
Swaraj Imperial ,1203 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1225,10204,8,2,2,125
Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1416,19067,13,2,2,270
Dosti Ambrosia ,Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1310,20305,28,2,2,266
Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377,22875,2,3,2,315
Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,740,18243,5,2,2,135
Unnamed Property,Pawar Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,13571,3,2,2,95
Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,21428,16,2,2,150
Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,700,22142,15,2,2,155
Vaibhavlaxmi Aurigae Residency ,Thakur complex Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,657,15220,8,1,2,100
Unnamed Property,Ap Shah Collage Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,450,12000,3,1,1,54
Unnamed Property,At Santacruz Hasnabad Lane Santacruz West Mumbai South West Mumbai,Santacruz Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1650,40303,11,3,3,665
Hiranandani Athena and Barca ,Athena Opp Poddar School Hiranandani Estate Patlipada thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,15700,7,2,2,157
Unnamed Property,Madison Opp Arcadia Shopping Center Hiranandani Estate Patlipada Thane West Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Super Built Up Area,875,12342,2,2,2,108
Unnamed Property,Vasant Vihar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,386,19430,4,1,1,75
Silver Oaks Apartment ,Vasant Garden Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Built Up Area,960,18750,4,2,2,180
Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1050,20476,5,3,2,215
Kalpataru Siddhachal 8 ,Vasant Vihar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,688,22819,5,2,2,157
SD Epsilon Tower ,Samta Nagar Kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1585,23028,31,3,3,365
Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Carpet Area,450,23333,6,1,2,105
Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1581,10752,7,3,3,170
Devkrupa Dev Arpan ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,400,12500,2,1,1,50
Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1500,11333,7,3,3,170
Kabra Shubharambh CHS ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Built Up Area,585,11965,6,1,1,70
Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,670,8656,11,1,2,58
Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,958,12734,24,2,2,122
Unnamed Property,Ivy Tower Dindoshi Mumbai,Tower Dindoshi,10+ Year,Ready To Move,Super Built Up Area,1550,20000,10,3,4,310
Unnamed Property,Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,419,22673,3,1,1,95
Unnamed Property,Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Built Up Area,1500,10333,12,3,3,155
Unnamed Property,90 Ft Road Mulund East Mumbai Gavane Pada Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,645,24806,9,2,2,160
Neelam Sumangal ,Mulund East Mumbai Mulund Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,575,17565,2,1,2,101
Sainath Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,865,19537,7,2,2,169
Unnamed Property,Building No 9 Neelam Nagar Phase 2 Mulund East Mumbai Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,510,23725,1,1,1,121
Unnamed Property,178 Sector 9 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Built Up Area,2200,9090,2,3,3,200
Unnamed Property,Worli South Mumbai Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1092,52564,49,3,3,574
Shailesh Riddhi Siddhi Residency ,On Request Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1260,8333,10,2,2,105
Infinity Avenue ,On Request Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000,7300,1,2,2,73
Mahaavir Mannat ,801 Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1165,8841,8,2,2,103
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,510,6470,17,1,1,33
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,8446,11,2,2,62
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,827,7980,16,3,2,66
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,7493,15,2,2,55
Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,7220,6,2,2,53
Ravi Gaurav City ,606 Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,590,11016,6,2,2,65
Star Paradise ,605 Bevarly Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,630,13809,6,2,2,87
Ravi GAURAV RESIDENCY ,408 4th Floor Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,590,9322,4,1,2,55
RNA NG Galaxy ,204 Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,590,12619,2,1,2,53
Unnamed Property,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380,45789,11,1,2,174
Hiranandani Torino ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1440,45138,27,3,3,650
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,695,6402,7,1,2,44.5
Hiranandani Atlantis ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,772,50518,21,2,2,390
DB Ozone ,504 Dahisar East Mumbai,Dahisar Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,910,13934,15,2,2,85
Dipti Surya CHS ,Jogeshwari East Mumbai,Jogeshwari Mumbai,0 to 1 Year,Ready To Move,Carpet Area,408,29901,4,1,1,122
Prathamesh Krupa Kedar Darshan ,Azad Nagar Andheri West Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,750,27333,11,2,2,185
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,715,6643,2,1,2,47.5
Paradise Sai Sapphire ,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,695,7769,5,1,2,54
Gurnani Palms ,Andheri West Amboli Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,850,28235,7,2,2,245
RNA NG Eclat ,Lokhandwala Andheri West Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1050,30476,9,2,2,270
Neminath Luxeria ,SV Patel Nagar Mumbai,Patel Nagar,1 to 5 Year,Ready To Move,Super Built Up Area,1100,20545,20,3,3,226
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1125,6755,5,2,2,76
Paradigm EL Signora ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,650,26461,12,2,2,172
Hiranandani Sorrento ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380,46052,12,1,2,175
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,387,37467,5,1,2,145
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,386,37305,8,1,2,144
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,382,36649,13,1,2,140
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,385,40259,11,1,2,155
Unnamed Property,Azad Nagar Mumbai,Azad Nagar,1 to 5 Year,Ready To Move,Super Built Up Area,600,22500,11,1,2,135
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,704,6889,5,1,2,48.5
Hiranandani Zen Maple ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,382,37958,9,1,1,145
Dream Maple ,Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,720,6388,5,1,2,46
Unnamed Property,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,380,37368,20,1,2,142
Hiranandani Glen Croft ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1480,38513,5,3,3,570
Unnamed Property,002 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Carpet Area,225,13333,0,1,1,30
Susharda Edifice Celestial ,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,595,18487,10,1,1,110
Susharda Edifice Celestial ,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,990,15656,21,2,2,155
Mohan Greenwoods ,Manjarli Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,580,5862,5,1,2,34
Unnamed Property,603 Kanakia Park Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,725,7794,6,1,2,56.5
RNA NG Silver Spring ,1002 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,999,8608,5,2,2,86
Unnamed Property,603 Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,900,8501,5,2,2,76.5
Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2000,11750,8,3,3,235
Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1305,10727,20,2,2,140
Salasar Aashirwad ,604 Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,650,9300,6,1,1,60.5
Unnamed Property,201 Mira Road East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,1000,8400,2,2,2,84
Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,469,7142,10,1,2,33.5
Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,690,4291,13,1,2,29.6
Unnamed Property,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Super Built Up Area,980,14795,5,2,2,145
Unnamed Property,Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,25454,8,2,2,280
Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,600,21590,15,1,1,95
Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,650,22727,13,1,1,100
Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1100,24000,15,2,2,180
Unnamed Property,Tilak Nagar Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,550,25757,7,1,1,85
Wadhwa Crown Residences ,1209 Goregaon West Mumbai,Goregaon Mumbai,0 to 1 Year,Ready To Move,Carpet Area,710,33661,12,2,2,239
Kalpataru Sunrise ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,800,13125,15,2,2,105
Unnamed Property,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1100,367137,1,2,2,265
Unnamed Property,Dhokali Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,745,11275,15,2,2,84
Unnamed Property,10mins Walking Distance From Seawoods Rly Stn Sector 44A Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1660,19578,8,3,3,325
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1650,14666,17,3,3,242
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1810,15193,37,3,3,275
Bhoomi Harmony ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1310,8396,12,2,2,110
Unnamed Property,501 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,440,14772,5,1,1,65
Unnamed Property,305 Dhokali Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,440,13181,3,1,1,58
Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Carpet Area,680,19117,12,2,2,130
Regency Heights ,Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,816,18259,8,2,2,149
One Hiranandani Park ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,535,29906,20,2,2,160
Unnamed Property,906 Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,1002,12974,9,2,2,130
Runwal Pearl ,701 Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Carpet Area,400,17375,6,1,2,69.5
Hiranandani The Walk ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,420,21190,4,1,2,89
Unnamed Property,A 110 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,10+ Year,Ready To Move,Carpet Area,450,12222,2,1,1,55
Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,660,18181,3,2,2,120
Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,725,17241,6,2,2,125
Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,1000,20500,7,3,2,205
DB Ozone ,Dahisar East Mumbai,Dahisar Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,882,7936,9,2,2,70
DB Ozone ,Dahisar East Mumbai,Dahisar Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,878,8769,14,2,2,77
Vaishnavi Heights ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,461,10195,10,1,1,47
Kanakia Paris ,Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,860,36046,7,2,2,310
Kanakia Paris ,Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1034,33849,10,3,2,350
Hubtown Gardenia ,Chandan Shanti Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,815,12269,4,2,2,100
Unique Shanti The Address ,Mira Road Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,750,10000,2,1,2,75
Unnamed Property,Bevarly Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,620,13709,5,2,2,85
Unnamed Property,Medetiya Nagar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Built Up Area,650,12000,4,2,2,78
Primus Residences ,Near Grand Hyaat Santacruz East Mumbai South West Mumbai,Santacruz Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,23500,9,2,2,235
Platinum Silver Classic ,Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1035,6376,7,2,2,66
Reliable Balaji Shrishti ,Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690,7536,4,1,2,52
Runwal My City ,2101 Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,401,8952,24,1,2,35.9
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,500,6650,16,1,1,33.2
Runwal My City ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,560,8750,24,2,2,49
Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,638,7014,8,2,2,44.8
Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,500,6950,7,1,1,34.8
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1081,27382,48,3,2,296
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,782,38107,47,3,2,298
